transaccion_id,cliente_id,producto_id,fecha,monto,tipo_transaccion
T01288,C0164,P001,2024-12-26,305.9,abono
T01289,C0014,P003,2024-12-30,-4490.82,debito
T01290,C0099,P004,2025-04-17,1162.27,abono
T01291,C0076,P003,2025-03-22,-1284.67,debito
T01292,C0142,P004,2025-02-16,488.35,abono
T01293,C0123,P001,2025-03-12,561.38,abono
T01294,C0050,P003,2025-02-26,-4105.15,debito
T01295,C0043,P001,2025-03-10,-4826.81,debito
T01296,C0038,P005,2025-04-02,2017.03,abono
T01297,C0007,P005,2025-01-10,2425.49,abono
T01298,C0134,P003,2025-01-16,3445.54,abono
T01299,C0104,P003,2025-04-19,-151.14,debito
T01300,C0118,P003,2025-05-10,-2282.22,debito
T01301,C0073,P003,2024-12-16,4866.83,abono
T01302,C0133,P005,2025-02-21,2921.56,abono
T01303,C0113,P004,2025-04-09,1308.41,abono
T01304,C0132,P001,2024-12-16,-3666.46,debito
T01305,C0141,P005,2025-03-15,-2418.29,debito
T01306,C0040,P004,2024-12-13,2684.61,abono
T01307,C0183,P004,2025-03-12,-906.42,debito
T01308,C0163,P003,2025-03-04,706.94,abono
T01309,C0196,P002,2025-03-16,760.53,abono
T01310,C0099,P003,2024-12-29,4702.11,abono
T01311,C0011,P001,2025-01-31,3677.85,abono
T01312,C0035,P002,2025-03-07,853.79,abono
T01313,C0050,P004,2024-12-23,-1342.79,debito
T01314,C0039,P004,2025-01-08,-5123.88,debito
T01315,C0066,P002,2025-03-18,823.01,abono
T01316,C0017,P002,2024-12-18,-1664.89,debito
T01317,C0068,P004,2025-03-05,-6744.53,debito
T01318,C0057,P004,2025-04-28,-1809.49,debito
T01319,C0043,P004,2025-02-22,3325.08,abono
T01320,C0172,P004,2025-03-05,-6851.06,debito
T01321,C0088,P005,2025-02-23,-2638.85,debito
T01322,C0096,P004,2024-12-12,-152.09,debito
T01323,C0067,P005,2025-02-24,-1731.71,debito
T01324,C0190,P003,2025-04-28,-5821.21,debito
T01325,C0084,P005,2025-04-13,4329.81,abono
T01326,C0175,P005,2025-02-12,-5386.58,debito
T01327,C0072,P005,2025-04-30,-818.38,debito
T01328,C0063,P002,2025-04-17,-5574.71,debito
T01329,C0112,P004,2025-03-17,4597.46,abono
T01330,C0131,P003,2024-12-10,-4216.25,debito
T01331,C0186,P004,2025-02-03,4707.33,abono
T01332,C0152,P003,2024-12-13,-5793.07,debito
T01333,C0066,P001,2025-06-01,-4678.79,debito
T01334,C0143,P002,2025-05-22,-4052.98,debito
T01335,C0057,P002,2024-12-14,-2459.56,debito
T01336,C0040,P001,2025-05-21,-1140.23,debito
T01337,C0130,P003,2024-12-07,3044.52,abono
T01338,C0103,P004,2025-02-14,-2247.24,debito
T01339,C0077,P001,2025-04-21,4338.87,abono
T01340,C0160,P004,2025-04-21,-6953.56,debito
T01341,C0170,P001,2025-05-30,-5274.42,debito
T01342,C0015,P004,2025-03-30,497.88,abono
T01343,C0111,P002,2025-02-16,1478.99,abono
T01344,C0008,P003,2025-06-01,-790.49,debito
T01345,C0031,P003,2025-02-09,3270.03,abono
T01346,C0126,P004,2025-05-10,-5363.38,debito
T01347,C0104,P004,2025-05-16,-6481.95,debito
T01348,C0074,P002,2025-02-08,-3084.06,debito
T01349,C0043,P003,2025-04-05,4511.81,abono
T01350,C0084,P005,2025-04-02,4395.56,abono
T01351,C0022,P001,2025-03-10,1620.12,abono
T01352,C0189,P001,2025-03-31,4351.06,abono
T01353,C0110,P004,2025-02-03,-2648.44,debito
T01354,C0179,P002,2025-01-03,-2099.18,debito
T01355,C0001,P004,2025-03-10,3262.92,abono
T01356,C0035,P003,2025-03-08,-2318.82,debito
T01357,C0094,P003,2025-04-14,-4422.55,debito
T01358,C0023,P001,2025-01-11,3068.67,abono
T01359,C0080,P003,2024-12-02,2839.02,abono
T01360,C0150,P001,2024-12-06,-2681.53,debito
T01361,C0158,P001,2025-01-25,-3853.04,debito
T01362,C0050,P002,2025-04-04,-4187.5,debito
T01363,C0126,P001,2025-03-11,2751.15,abono
T01364,C0075,P005,2025-03-09,-3127.6,debito
T01365,C0019,P005,2025-05-01,122.6,abono
T01366,C0017,P004,2025-01-16,-4121.82,debito
T01367,C0067,P002,2025-02-03,-1204.06,debito
T01368,C0180,P005,2025-01-21,3230.75,abono
T01369,C0156,P002,2025-05-22,-5322.63,debito
T01370,C0009,P004,2025-04-13,-3518.1,debito
T01371,C0171,P002,2024-12-22,-3810.27,debito
T01372,C0116,P003,2025-04-29,-6661.81,debito
T01373,C0079,P003,2025-02-16,-5934.76,debito
T01374,C0103,P004,2025-04-21,-6402.23,debito
T01375,C0061,P003,2025-05-12,-5701.95,debito
T01376,C0054,P002,2024-12-04,-789.16,debito
T01377,C0181,P002,2025-01-08,787.51,abono
T01378,C0016,P005,2024-12-20,-3700.57,debito
T01379,C0038,P001,2024-12-08,-1745.11,debito
T01380,C0033,P002,2025-03-21,-3352.57,debito
T01381,C0073,P003,2025-04-09,-2778.73,debito
T01382,C0149,P002,2024-12-10,-3859.42,debito
T01383,C0112,P004,2025-04-16,3747.03,abono
T01384,C0165,P005,2025-02-13,-5016.97,debito
T01385,C0078,P002,2025-01-13,-3663.0,debito
T01386,C0168,P001,2025-01-10,4120.85,abono
T01387,C0101,P002,2025-05-09,2182.77,abono
T01388,C0013,P001,2024-12-12,-6280.1,debito
T01389,C0065,P004,2025-03-04,402.84,abono
T01390,C0128,P004,2025-01-23,-6683.98,debito
T01391,C0102,P003,2025-04-30,3290.73,abono
T01392,C0084,P004,2025-04-14,-2679.12,debito
T01393,C0193,P005,2025-01-29,-1404.16,debito
T01394,C0048,P001,2025-03-21,-3369.91,debito
T01395,C0043,P003,2025-04-04,1013.06,abono
T01396,C0125,P003,2025-01-29,873.34,abono
T01397,C0036,P002,2025-01-26,-4332.94,debito
T01398,C0127,P003,2024-12-28,-3675.9,debito
T01399,C0185,P002,2025-04-01,3366.98,abono
T01400,C0198,P001,2025-01-11,-6509.35,debito
T01401,C0183,P003,2025-01-25,-3739.85,debito
T01402,C0096,P003,2024-12-13,2925.61,abono
T01403,C0124,P005,2025-05-24,493.65,abono
T01404,C0038,P003,2025-05-11,-5031.92,debito
T01405,C0189,P005,2025-05-17,2029.53,abono
T01406,C0101,P005,2025-03-26,-6837.77,debito
T01407,C0157,P005,2025-02-18,4124.71,abono
T01408,C0198,P001,2025-03-02,-3671.69,debito
T01409,C0185,P005,2025-05-28,-888.86,debito
T01410,C0138,P004,2025-05-23,4304.11,abono
T01411,C0086,P001,2025-04-03,4008.92,abono
T01412,C0161,P001,2025-04-24,-1316.56,debito
T01413,C0107,P004,2025-01-29,-2088.09,debito
T01414,C0156,P005,2025-02-16,3977.37,abono
T01415,C0081,P005,2024-12-29,966.88,abono
T01416,C0068,P003,2025-02-08,-6426.73,debito
T01417,C0010,P002,2025-04-19,-2988.96,debito
T01418,C0149,P003,2025-02-26,480.84,abono
T01419,C0002,P005,2025-05-06,4087.96,abono
T01420,C0057,P004,2025-01-26,1898.87,abono
T01421,C0001,P004,2025-04-10,2656.17,abono
T01422,C0020,P003,2025-04-28,-812.76,debito
T01423,C0140,P004,2025-05-18,62.79,abono
T01424,C0188,P003,2025-03-14,-4476.76,debito
T01425,C0170,P001,2025-05-28,-3620.77,debito
T01426,C0149,P002,2025-03-13,-4166.96,debito
T01427,C0142,P003,2024-12-26,-5562.39,debito
T01428,C0061,P004,2025-01-15,-4536.84,debito
T01429,C0085,P002,2025-01-08,-1248.17,debito
T01430,C0052,P001,2025-03-30,-2544.58,debito
T01431,C0021,P003,2025-05-19,-6344.06,debito
T01432,C0123,P001,2025-05-06,3861.23,abono
T01433,C0192,P003,2024-12-18,2805.35,abono
T01434,C0075,P003,2025-04-13,1315.44,abono
T01435,C0110,P002,2025-01-05,-2135.36,debito
T01436,C0093,P001,2025-01-20,-5131.75,debito
T01437,C0074,P003,2025-04-04,-5962.68,debito
T01438,C0178,P005,2025-03-22,-4709.83,debito
T01439,C0020,P002,2025-05-10,-5672.42,debito
T01440,C0001,P002,2025-01-05,3844.95,abono
T01441,C0198,P003,2025-04-20,-1073.44,debito
T01442,C0030,P004,2025-04-13,2148.53,abono
T01443,C0129,P005,2025-03-14,-1096.3,debito
T01444,C0032,P004,2025-02-27,-1669.59,debito
T01445,C0072,P001,2025-05-10,4352.84,abono
T01446,C0024,P003,2025-01-31,2390.82,abono
T01447,C0049,P005,2025-05-26,-3761.45,debito
T01448,C0186,P001,2024-12-04,-1273.77,debito
T01449,C0159,P001,2025-05-22,-2206.53,debito
T01450,C0042,P002,2025-05-27,1189.72,abono
T01451,C0134,P005,2024-12-23,1070.62,abono
T01452,C0194,P003,2025-06-02,3207.91,abono
T01453,C0100,P004,2025-02-27,1321.58,abono
T01454,C0132,P004,2025-01-15,3178.48,abono
T01455,C0049,P005,2025-03-22,-437.43,debito
T01456,C0199,P005,2025-01-08,-1018.17,debito
T01457,C0018,P002,2025-05-18,-1943.55,debito
T01458,C0200,P004,2025-03-13,-4191.42,debito
T01459,C0118,P004,2025-04-22,3395.41,abono
T01460,C0095,P002,2025-02-09,-3115.74,debito
T01461,C0010,P004,2025-03-09,2256.67,abono
T01462,C0147,P003,2025-02-05,3636.36,abono
T01463,C0171,P003,2025-01-18,-140.27,debito
T01464,C0107,P001,2025-03-05,-2407.4,debito
T01465,C0119,P001,2025-03-03,4102.6,abono
T01466,C0025,P005,2024-12-20,-4234.44,debito
T01467,C0197,P001,2025-05-30,-2380.47,debito
T01468,C0122,P004,2025-02-25,-6341.51,debito
T01469,C0142,P003,2025-05-04,3874.48,abono
T01470,C0009,P003,2025-05-18,1361.23,abono
T01471,C0138,P004,2025-02-07,3244.18,abono
T01472,C0028,P001,2025-02-15,-4182.38,debito
T01473,C0171,P002,2025-03-14,-2826.28,debito
T01474,C0098,P002,2025-01-11,1866.43,abono
T01475,C0106,P001,2024-12-28,-2424.62,debito
T01476,C0094,P001,2025-01-18,-4331.58,debito
T01477,C0190,P003,2025-05-22,2239.93,abono
T01478,C0007,P003,2025-03-17,4167.72,abono
T01479,C0183,P001,2025-02-16,-4697.13,debito
T01480,C0135,P005,2024-12-29,-517.42,debito
T01481,C0026,P003,2025-01-31,3218.83,abono
T01482,C0068,P003,2025-02-09,1392.18,abono
T01483,C0032,P002,2025-05-03,-4161.9,debito
T01484,C0150,P001,2025-03-03,3416.65,abono
T01485,C0071,P003,2025-03-31,-1638.88,debito
T01486,C0141,P005,2025-04-06,-3214.3,debito
T01487,C0021,P005,2025-01-18,-1356.56,debito
T01488,C0177,P005,2025-05-01,309.08,abono
T01489,C0142,P003,2025-05-27,1923.46,abono
T01490,C0104,P001,2025-03-29,1846.57,abono
T01491,C0108,P001,2025-03-01,-6968.5,debito
T01492,C0069,P001,2025-01-01,2259.44,abono
T01493,C0025,P005,2025-04-26,1701.17,abono
T01494,C0123,P001,2025-01-01,-4075.91,debito
T01495,C0093,P004,2025-04-12,-648.71,debito
T01496,C0068,P002,2025-03-01,-6732.81,debito
T01497,C0144,P002,2025-05-18,3193.05,abono
T01498,C0044,P002,2025-03-11,-5291.22,debito
T01499,C0146,P001,2025-03-29,-1218.23,debito
T01500,C0005,P004,2024-12-12,2076.92,abono
T01501,C0182,P002,2024-12-08,2142.31,abono
T01502,C0175,P005,2025-05-05,4117.94,abono
T01503,C0105,P001,2025-05-23,-38.62,debito
T01504,C0070,P005,2025-04-03,-2126.95,debito
T01505,C0199,P002,2025-04-20,-6869.22,debito
T01506,C0061,P001,2025-02-15,2400.69,abono
T01507,C0157,P004,2025-05-05,1943.51,abono
T01508,C0136,P003,2025-01-13,643.15,abono
T01509,C0104,P005,2025-04-10,4872.11,abono
T01510,C0149,P003,2024-12-03,149.13,abono
T01511,C0158,P001,2025-03-04,-5168.15,debito
T01512,C0066,P005,2025-02-08,-5387.14,debito
T01513,C0030,P004,2025-03-25,-1728.29,debito
T01514,C0192,P003,2025-04-03,-4710.76,debito
T01515,C0148,P002,2025-03-24,-677.72,debito
T01516,C0149,P001,2025-02-28,-1821.62,debito
T01517,C0064,P002,2025-03-01,-5521.68,debito
T01518,C0060,P002,2024-12-03,-6056.86,debito
T01519,C0188,P001,2025-03-12,-4271.15,debito
T01520,C0035,P002,2024-12-04,2558.85,abono
T01521,C0029,P005,2025-03-08,838.55,abono
T01522,C0054,P001,2025-01-21,-469.87,debito
T01523,C0004,P004,2025-05-29,632.36,abono
T01524,C0053,P004,2024-12-05,1175.42,abono
T01525,C0186,P001,2025-04-29,-2411.47,debito
T01526,C0084,P004,2025-04-04,1935.5,abono
T01527,C0133,P003,2025-04-28,1764.29,abono
T01528,C0052,P002,2025-05-17,1233.32,abono
T01529,C0091,P002,2024-12-21,-3582.78,debito
T01530,C0170,P002,2024-12-19,-5782.24,debito
T01531,C0071,P004,2024-12-29,1434.53,abono
T01532,C0001,P004,2025-01-06,-6598.44,debito
T01533,C0016,P001,2025-03-08,-6117.16,debito
T01534,C0135,P003,2025-04-30,850.73,abono
T01535,C0029,P003,2025-01-19,3942.07,abono
T01536,C0072,P002,2025-02-12,2894.21,abono
T01537,C0004,P004,2025-02-08,-3979.03,debito
T01538,C0136,P001,2025-02-14,-2755.57,debito
T01539,C0090,P003,2025-03-15,-3523.04,debito
T01540,C0116,P002,2025-06-01,-2798.34,debito
T01541,C0071,P004,2025-01-12,-3791.94,debito
T01542,C0070,P002,2025-04-06,-4406.81,debito
T01543,C0113,P002,2025-05-06,3387.8,abono
T01544,C0061,P004,2025-03-31,2685.78,abono
T01545,C0142,P005,2025-05-08,-5058.31,debito
T01546,C0038,P001,2025-04-20,749.33,abono
T01547,C0095,P005,2024-12-19,1099.31,abono
T01548,C0026,P003,2025-02-09,-5736.58,debito
T01549,C0133,P003,2025-03-13,-2278.02,debito
T01550,C0006,P001,2024-12-12,-189.57,debito
T01551,C0028,P002,2024-12-03,-1101.92,debito
T01552,C0065,P002,2025-01-02,-1588.59,debito
T01553,C0172,P005,2025-03-03,-6702.54,debito
T01554,C0148,P005,2025-02-19,-4024.1,debito
T01555,C0161,P004,2025-04-24,-6531.13,debito
T01556,C0001,P002,2025-03-15,-4038.89,debito
T01557,C0084,P005,2025-05-08,2422.8,abono
T01558,C0088,P001,2024-12-19,-2216.68,debito
T01559,C0048,P001,2025-03-08,-4256.41,debito
T01560,C0185,P004,2024-12-09,739.03,abono
T01561,C0070,P005,2025-01-09,4496.4,abono
T01562,C0103,P005,2025-05-09,-5810.45,debito
T01563,C0092,P001,2025-05-13,1621.78,abono
T01564,C0160,P002,2025-02-27,-6671.0,debito
T01565,C0084,P001,2024-12-10,-5781.65,debito
T01566,C0092,P004,2024-12-15,-4674.16,debito
T01567,C0137,P003,2025-05-20,-878.68,debito
T01568,C0111,P005,2025-05-15,2417.26,abono
T01569,C0020,P001,2025-03-15,-3557.57,debito
T01570,C0036,P002,2024-12-08,1201.13,abono
T01571,C0012,P002,2025-05-20,-587.36,debito
T01572,C0137,P001,2025-01-28,3894.78,abono
T01573,C0141,P004,2025-05-26,-880.58,debito
T01574,C0057,P002,2025-03-19,2991.74,abono
T01575,C0025,P001,2025-04-18,4685.42,abono
T01576,C0151,P004,2025-04-11,4386.72,abono
T01577,C0072,P005,2025-02-12,-1965.94,debito
T01578,C0054,P001,2024-12-16,4264.67,abono
T01579,C0061,P005,2024-12-31,51.65,abono
T01580,C0065,P005,2025-01-15,-153.28,debito
T01581,C0162,P002,2025-05-03,3032.64,abono
T01582,C0177,P003,2025-02-11,-2572.64,debito
T01583,C0169,P001,2025-05-15,-2723.63,debito
T01584,C0126,P002,2025-01-31,-3964.15,debito
T01585,C0085,P001,2025-04-19,999.32,abono
T01586,C0150,P002,2024-12-27,-1505.93,debito
T01587,C0072,P001,2025-05-31,2448.78,abono
T01588,C0090,P003,2025-04-13,-5287.15,debito
T01589,C0143,P002,2025-03-03,3116.51,abono
T01590,C0025,P005,2025-05-29,1521.91,abono
T01591,C0071,P002,2024-12-11,2180.17,abono
T01592,C0041,P002,2025-02-19,-1219.53,debito
T01593,C0188,P002,2025-05-04,419.42,abono
T01594,C0054,P002,2025-02-02,3924.35,abono
T01595,C0118,P001,2025-04-21,-1879.75,debito
T01596,C0058,P005,2025-05-25,929.94,abono
T01597,C0031,P002,2025-02-12,3473.51,abono
T01598,C0194,P003,2025-04-22,-4337.82,debito
T01599,C0111,P002,2024-12-07,-4443.33,debito
T01600,C0041,P004,2025-01-21,1183.03,abono
T01601,C0044,P003,2025-06-01,1201.6,abono
T01602,C0045,P004,2025-03-01,1142.97,abono
T01603,C0196,P002,2025-02-05,910.08,abono
T01604,C0040,P004,2025-05-23,3295.83,abono
T01605,C0059,P002,2025-02-19,4247.68,abono
T01606,C0134,P005,2025-04-05,-5078.49,debito
T01607,C0136,P005,2025-04-01,-5550.89,debito
T01608,C0150,P003,2024-12-17,-2851.45,debito
T01609,C0041,P005,2025-03-25,-4588.91,debito
T01610,C0146,P002,2025-04-27,-2499.03,debito
T01611,C0109,P002,2025-04-11,-3692.77,debito
T01612,C0114,P003,2024-12-17,2434.09,abono
T01613,C0156,P002,2024-12-30,-1262.9,debito
T01614,C0198,P001,2025-04-11,1966.04,abono
T01615,C0076,P004,2025-03-28,-6747.84,debito
T01616,C0120,P001,2025-04-16,-1762.6,debito
T01617,C0030,P002,2025-01-28,-962.61,debito
T01618,C0059,P005,2024-12-21,-2947.51,debito
T01619,C0029,P005,2024-12-02,-5538.65,debito
T01620,C0167,P005,2025-01-27,-4087.57,debito
T01621,C0035,P001,2025-02-05,-4776.39,debito
T01622,C0138,P002,2025-01-20,-1352.17,debito
T01623,C0062,P001,2024-12-26,-4344.07,debito
T01624,C0156,P005,2025-01-05,-2284.8,debito
T01625,C0062,P005,2025-02-22,-5845.09,debito
T01626,C0087,P005,2025-03-13,-4416.21,debito
T01627,C0067,P003,2025-02-14,1034.34,abono
T01628,C0035,P002,2024-12-06,369.85,abono
T01629,C0126,P002,2025-02-04,261.03,abono
T01630,C0057,P001,2024-12-19,-2618.72,debito
T01631,C0160,P004,2025-03-21,1365.96,abono
T01632,C0185,P005,2025-01-30,3248.15,abono
T01633,C0195,P003,2025-02-10,-3510.36,debito
T01634,C0175,P003,2025-01-24,-1884.15,debito
T01635,C0087,P001,2025-02-10,788.73,abono
T01636,C0003,P001,2024-12-17,-916.58,debito
T01637,C0177,P001,2025-05-15,-6056.68,debito
T01638,C0186,P001,2025-05-16,1255.22,abono
T01639,C0043,P005,2025-05-30,3275.97,abono
T01640,C0177,P002,2025-03-16,-5680.48,debito
T01641,C0026,P004,2025-01-02,-4310.15,debito
T01642,C0138,P003,2025-02-09,4304.85,abono
T01643,C0162,P005,2024-12-27,1992.35,abono
T01644,C0039,P003,2025-01-26,4783.3,abono
T01645,C0173,P001,2025-03-02,-958.02,debito
T01646,C0130,P003,2024-12-13,-741.98,debito
T01647,C0067,P002,2025-02-19,3310.53,abono
T01648,C0038,P005,2025-02-17,-6601.53,debito
T01649,C0139,P004,2025-02-28,4053.97,abono
T01650,C0134,P001,2024-12-16,428.26,abono
T01651,C0196,P003,2025-01-17,-1977.19,debito
T01652,C0011,P003,2025-01-16,4655.08,abono
T01653,C0011,P005,2025-03-26,1302.64,abono
T01654,C0007,P001,2025-03-20,-5474.76,debito
T01655,C0001,P003,2025-01-06,-5781.17,debito
T01656,C0097,P003,2024-12-21,-3483.3,debito
T01657,C0023,P003,2025-01-26,-2722.85,debito
T01658,C0071,P005,2025-05-24,2278.12,abono
T01659,C0097,P005,2025-01-31,1173.48,abono
T01660,C0106,P002,2025-03-25,-6229.05,debito
T01661,C0131,P002,2025-04-28,-3170.82,debito
T01662,C0095,P001,2025-01-31,4418.17,abono
T01663,C0044,P005,2025-02-01,573.18,abono
T01664,C0011,P005,2025-04-30,-6918.28,debito
T01665,C0161,P004,2025-05-08,2244.2,abono
T01666,C0054,P002,2025-05-29,286.76,abono
T01667,C0158,P005,2024-12-26,-295.01,debito
T01668,C0091,P001,2025-01-29,-5231.06,debito
T01669,C0200,P005,2025-05-24,3312.23,abono
T01670,C0017,P001,2025-01-07,4020.55,abono
T01671,C0013,P001,2025-01-28,-764.41,debito
T01672,C0065,P005,2025-05-27,226.08,abono
T01673,C0143,P005,2025-05-28,-3574.8,debito
T01674,C0067,P003,2025-01-24,-2731.54,debito
T01675,C0165,P002,2025-04-08,-3249.77,debito
T01676,C0122,P004,2025-03-01,-6941.37,debito
T01677,C0064,P005,2025-03-17,4855.21,abono
T01678,C0184,P002,2025-01-15,-6597.94,debito
T01679,C0017,P004,2025-02-08,3930.02,abono
T01680,C0040,P001,2025-04-30,1806.46,abono
T01681,C0103,P005,2025-02-11,-2902.55,debito
T01682,C0186,P002,2024-12-22,-3860.82,debito
T01683,C0166,P003,2025-03-15,4161.15,abono
T01684,C0041,P001,2025-03-20,390.13,abono
T01685,C0108,P002,2025-03-11,2150.27,abono
T01686,C0186,P005,2025-04-05,458.96,abono
T01687,C0027,P003,2025-03-12,-3617.16,debito
T01688,C0065,P001,2025-05-25,-6295.34,debito
T01689,C0011,P004,2025-02-24,3923.3,abono
T01690,C0162,P004,2025-04-10,1177.82,abono
T01691,C0193,P003,2025-02-20,-6832.66,debito
T01692,C0011,P002,2025-01-24,3353.38,abono
T01693,C0059,P003,2025-04-07,101.62,abono
T01694,C0175,P002,2025-04-30,1314.3,abono
T01695,C0187,P001,2025-04-26,-1847.17,debito
T01696,C0121,P004,2025-02-14,392.81,abono
T01697,C0072,P003,2025-03-03,-6719.99,debito
T01698,C0136,P005,2025-03-27,-3363.44,debito
T01699,C0006,P002,2025-01-15,-6273.83,debito
T01700,C0095,P002,2025-04-01,-2275.84,debito
T01701,C0129,P005,2025-04-11,669.91,abono
T01702,C0071,P003,2025-04-25,-3336.12,debito
T01703,C0035,P004,2024-12-15,-824.28,debito
T01704,C0179,P001,2025-06-01,-3417.53,debito
T01705,C0088,P001,2025-02-27,4605.47,abono
T01706,C0164,P001,2025-02-13,-3659.75,debito
T01707,C0075,P002,2025-03-04,3101.67,abono
T01708,C0056,P002,2025-05-19,-1121.77,debito
T01709,C0091,P002,2025-04-07,-334.84,debito
T01710,C0066,P005,2025-03-11,598.5,abono
T01711,C0182,P001,2025-04-25,3012.73,abono
T01712,C0057,P002,2025-02-05,-692.23,debito
T01713,C0024,P001,2025-05-14,-2650.67,debito
T01714,C0117,P005,2025-03-10,-3864.14,debito
T01715,C0032,P005,2025-03-28,1973.83,abono
T01716,C0051,P002,2024-12-17,-1170.88,debito
T01717,C0162,P002,2025-04-21,-1938.33,debito
T01718,C0035,P004,2025-04-01,-6500.37,debito
T01719,C0058,P001,2025-02-04,-4741.6,debito
T01720,C0009,P001,2025-03-30,-3487.45,debito
T01721,C0193,P005,2024-12-10,-118.62,debito
T01722,C0128,P003,2025-05-31,-6947.14,debito
T01723,C0025,P004,2025-04-04,-4710.04,debito
T01724,C0105,P005,2025-02-13,-2238.95,debito
T01725,C0135,P001,2025-04-18,4402.38,abono
T01726,C0048,P002,2025-05-27,-1831.27,debito
T01727,C0008,P005,2025-02-18,2742.88,abono
T01728,C0200,P004,2024-12-03,3198.55,abono
T01729,C0033,P005,2025-01-18,-1570.81,debito
T01730,C0004,P002,2025-03-05,-6849.43,debito
T01731,C0086,P004,2025-03-06,-5244.9,debito
T01732,C0128,P003,2025-03-18,-3917.96,debito
T01733,C0153,P001,2025-03-17,-1288.74,debito
T01734,C0107,P001,2025-02-21,-405.39,debito
T01735,C0175,P002,2025-02-11,1634.3,abono
T01736,C0157,P003,2025-04-22,3778.28,abono
T01737,C0015,P001,2025-03-19,1383.19,abono
T01738,C0019,P001,2025-03-03,-3790.71,debito
T01739,C0164,P005,2025-02-03,3653.34,abono
T01740,C0139,P003,2024-12-06,584.32,abono
T01741,C0102,P005,2024-12-21,-4806.53,debito
T01742,C0007,P005,2025-02-16,504.76,abono
T01743,C0105,P002,2025-05-26,4827.39,abono
T01744,C0186,P002,2024-12-23,-3434.11,debito
T01745,C0156,P005,2025-05-23,-1080.21,debito
T01746,C0019,P002,2024-12-27,-2416.41,debito
T01747,C0086,P003,2025-01-28,2096.41,abono
T01748,C0024,P003,2025-02-23,-5314.55,debito
T01749,C0179,P003,2025-01-08,3729.95,abono
T01750,C0138,P004,2025-02-28,-4295.23,debito
T01751,C0011,P003,2025-02-27,-768.34,debito
T01752,C0200,P003,2025-02-20,800.27,abono
T01753,C0102,P004,2025-04-08,514.1,abono
T01754,C0191,P001,2025-01-29,-4052.89,debito
T01755,C0025,P001,2025-01-25,-6143.65,debito
T01756,C0110,P001,2025-04-29,-3053.59,debito
T01757,C0050,P001,2024-12-23,-1151.11,debito
T01758,C0053,P003,2025-05-06,2812.31,abono
T01759,C0156,P001,2025-03-30,-5687.91,debito
T01760,C0196,P001,2025-04-04,3721.47,abono
T01761,C0176,P004,2025-01-01,4413.18,abono
T01762,C0191,P002,2025-05-31,1425.62,abono
T01763,C0045,P002,2025-01-15,1010.07,abono
T01764,C0088,P003,2025-01-02,4405.09,abono
T01765,C0111,P005,2024-12-31,-4613.2,debito
T01766,C0112,P005,2025-03-14,1589.1,abono
T01767,C0161,P004,2025-05-26,3724.62,abono
T01768,C0144,P002,2025-01-13,-5711.38,debito
T01769,C0135,P003,2025-02-14,3094.14,abono
T01770,C0011,P001,2025-01-04,3455.03,abono
T01771,C0142,P001,2025-03-29,-2645.56,debito
T01772,C0115,P002,2025-02-19,2716.54,abono
T01773,C0061,P004,2024-12-07,-3683.39,debito
T01774,C0141,P005,2025-03-24,4247.84,abono
T01775,C0012,P002,2025-01-07,4207.82,abono
T01776,C0096,P005,2025-03-20,-5833.78,debito
T01777,C0014,P001,2025-02-11,-106.89,debito
T01778,C0116,P001,2025-04-09,-5254.33,debito
T01779,C0013,P005,2025-01-08,3805.45,abono
T01780,C0145,P005,2025-04-18,-4758.3,debito
T01781,C0075,P003,2025-04-28,-5301.16,debito
T01782,C0005,P004,2024-12-13,-5898.53,debito
T01783,C0150,P002,2024-12-20,2378.08,abono
T01784,C0154,P005,2025-05-10,-3529.29,debito
T01785,C0161,P004,2025-01-05,-899.26,debito
T01786,C0147,P004,2025-01-30,-2716.07,debito
T01787,C0169,P003,2025-02-23,-4514.26,debito
T01788,C0165,P005,2025-01-19,-5469.39,debito
T01789,C0191,P004,2025-05-08,1125.19,abono
T01790,C0134,P003,2025-03-08,732.22,abono
T01791,C0094,P005,2025-03-28,3332.06,abono
T01792,C0146,P002,2025-03-21,59.31,abono
T01793,C0145,P001,2025-03-23,932.94,abono
T01794,C0198,P005,2025-03-19,-232.63,debito
T01795,C0146,P005,2025-02-03,-1193.19,debito
T01796,C0050,P002,2025-05-05,-1293.8,debito
T01797,C0028,P002,2025-03-24,-2732.08,debito
T01798,C0058,P003,2025-04-29,-2834.22,debito
T01799,C0199,P004,2025-04-10,4377.6,abono
T01800,C0144,P001,2025-01-25,2575.04,abono
T01801,C0180,P001,2025-03-24,-5072.13,debito
T01802,C0122,P002,2024-12-17,565.48,abono
T01803,C0031,P004,2024-12-26,-1601.31,debito
T01804,C0008,P004,2024-12-23,3529.57,abono
T01805,C0056,P003,2025-01-26,-398.04,debito
T01806,C0186,P002,2025-01-04,-3421.59,debito
T01807,C0057,P003,2025-04-07,-4207.6,debito
T01808,C0155,P003,2025-03-05,-4226.96,debito
T01809,C0134,P002,2025-02-16,-189.84,debito
T01810,C0144,P001,2024-12-27,-2275.09,debito
T01811,C0073,P001,2025-02-10,-4466.34,debito
T01812,C0105,P001,2025-01-04,-1068.53,debito
T01813,C0178,P005,2025-03-28,-4877.05,debito
T01814,C0088,P001,2025-04-07,-5229.1,debito
T01815,C0038,P004,2025-03-30,-6874.33,debito
